,KHDRBS1,P4HA3,CMC1,DCAF5,cg01182099,ADAT3,cg01343313,SFT2D3,cg01588961,CPNE7,ARFIP1,cg02508651,cg02562604,cg02798848,cg03318900,C5orf32,ACBD6,BATF,CASZ1,cg04177251,GPATCH1,ADGRF1,cg04249191,cg04261367,FLJ46321,SH3BGR,LINC01512,ASB10,SCOC,cg04801273,TBCD_a,DNER,cg05550145,cg05612205,HEPACAM,TNPO2,MS4A6A,cg06493072,cg06590074,cg06781656,cg07537095,cg07617198,ELF3,cg07920321,TCF7_a,GLUL,GLIS3,cg08379332,cg08452095,BRSK2,MIR3074,LSP1,SLX4IP,JAKMIP3,SLC30A7,EYA2,cg09407967,NXN,cg09837088,RGS10,ZBTB4,cg10309000,ANXA5,COL18A1,LOC101927267,cg10512122,TNFAIP3,VWF,TMEM200B,cg11610831,CALHM3,VSTM1,cg13007843,cg13122415,MRPL23-AS1,cg13483774,cg13699428,KIF9,CUX1,BIN3,DEF6,TMED10,JAK1,TCF7_b,cg15818005,DAGLA,ZNF354B,cg16228798,KIAA0232,PCBD2,cg16606353,IL11,SNORD74,TMCC1,TBCD_b,ELAVL3,SORT1,LGALS8,cg17742165,ANXA13,cg18198670,TBX4,FAM69A,FAM131A,IL31RA,CHD7,C21orf82,cg18940929,NPC1,XRCC4,KRT78,NEK1,LOC388780,SFSWAP,SMOC1,cg20677278,LRRK1,SGK1,cg21139227,cg21339801,cg21376799,MYOF,cg21494760,EXOC3,ZIC2,cg21818901,cg21820281,cg21931115,NUFIP2,TENM2,RAP2B,CFAP45,STARD7,cg23423086,SSB,KDELR3,C19orf81,TPST1,cg23893830,PVT1,CDKN2C,RNF14,TMCO6,CYP19A1,cg24340935,CXCR5,GDPD4,FRMD4A,PHLPP1,cg24686050,cg24954221,cg25375589,EP400,NME5,ELF1,FAM20C,TCF7_c,SKI,CALHM1,cg26417132,MNAT1,cg27037013,ETV6,cg27164813,ATXN2,MYB
AD203,-8.402352913,-3.418079151,0.959709045,4.619381771,8.109435804,3.400407547,-8.269230915,1.366971986,2.740315315,-2.134637628,-0.672216428,-6.835867692,0.166968266,1.414296135,2.299286,-4.939192698,1.340202991,2.712781074,3.83240864,-0.761349291,-5.574755685,9.693792631,0.305611914,-0.577969444,2.254717966,-0.008014625,2.27966305,0.523727708,1.108264257,3.077700933,1.504669978,5.162997872,0.807596517,1.593706642,3.280542914,0.370803143,3.540219751,3.801007469,2.989853968,1.517639645,-3.22867486,2.103395117,2.564423515,2.140115957,-3.108935895,4.236246773,-4.220536144,2.63461618,1.779725672,3.504833117,1.19582003,-0.261954888,-1.575043017,1.547816238,-1.564281373,-4.622604034,2.942345386,1.676622965,2.801242441,1.53497693,2.653398052,-1.468899708,1.238137597,-1.395587219,0.763392936,1.396353565,0.28473334,0.125634184,-2.637974018,-1.886903673,2.828907777,0.758524847,-3.940864167,3.842862751,4.297251986,2.647493104,1.703548389,-3.464402841,-1.257682205,1.734363663,-2.711419523,2.737360142,-2.302776053,-2.350038313,3.479786733,4.757100892,3.362682596,1.584018761,1.369047653,1.68883389,2.687530389,6.521425016,-0.382930811,-4.527801871,-1.638302241,-4.631302141,1.339139849,0.974807131,-0.674088088,5.590366536,-0.510632298,1.070131662,-4.439211765,-2.139300887,2.542306728,3.372672498,0.385868124,5.336674789,-0.121013447,7.134606161,1.845343851,1.275422938,0.568952582,0.363825894,0.488773391,0.264124909,3.318850062,-5.718262271,1.288276272,2.673355999,1.615832652,-12.12498102,9.504721688,3.306080651,-3.456888548,5.495657554,3.692349031,2.740312123,2.299459414,3.686250173,2.090303317,1.855195627,-4.239220145,4.711145051,1.023170777,-0.46973518,-2.980208536,2.569063316,1.924561271,-0.234908159,-5.664182319,-12.17492621,-5.54300801,1.606647365,-0.460766742,1.045307781,0.586788449,-0.570873448,3.808246078,1.421840606,0.158461745,2.582423943,4.353761652,-0.176519761,0.937886291,-0.483847347,-3.100837401,-1.129717989,-0.23056505,0.871564862,-0.124979168,0.479874634,-3.378900447,2.341833689,3.293945112,6.297025838
AD291,-9.382223736,-3.55287644,1.367923835,4.673449334,8.556639257,3.833351875,-7.689661094,1.464104553,2.245502694,-2.298890402,0.043454424,-7.147907652,0.699781942,1.681658888,2.020071156,-4.936128057,1.329211118,2.601281253,5.051132367,-0.846191696,-5.129223611,8.615487475,0.014164243,0.712357261,2.678971091,0.361282868,2.475351321,0.245780114,1.361559693,2.733786411,1.388071349,5.244100554,0.83197896,2.308492466,3.00786856,0.19782518,3.358750896,3.670010559,2.796834369,1.160299445,-3.276511198,2.091153,2.616039338,2.205362013,-2.806424592,3.998240934,-4.44546464,3.406573199,2.05329224,3.673852838,0.740250553,-0.41103136,-1.523661582,1.565708805,-1.948255084,-4.286846565,2.829698783,1.902836545,2.889952298,1.588312476,2.441667896,-1.270599964,1.565144696,-0.951076561,0.807865469,1.211890271,0.633474571,-0.146906843,-2.321619806,-4.320966605,3.199675752,0.713490901,-4.351058812,4.418601851,4.366067734,2.735068107,1.638503286,-3.277388745,-0.978289864,1.684198487,-2.315954153,2.98966427,-1.903517872,-2.254211176,3.909561826,4.146453896,3.584206519,2.193098335,1.692455558,2.174072476,3.030727837,6.697743289,0.354453312,-5.088068894,-1.123195534,-4.554989254,1.309976621,1.117941224,0.190153421,5.764383316,0.371538548,1.383158267,-4.673159214,-2.568481545,2.377635756,3.37652869,0.546664633,5.067027605,-0.318725463,7.070253976,1.529920738,1.213297406,0.602448354,0.132474335,0.740695476,-0.521694933,3.341247716,-3.907144661,1.363793678,2.651546237,0.844592398,-12.52096269,9.457094421,3.263742104,-3.606985964,6.509958798,3.719739343,2.594060041,2.211561814,2.811609439,2.113708227,1.874409014,-4.338697846,4.692519941,0.79011486,-0.137571759,-3.212111758,2.693026065,2.053260341,0.549939423,-6.022566817,-10.90271069,-4.336510224,1.901036804,-0.221147696,1.038183069,1.073335046,-0.213903212,3.500163365,0.796522405,0.437305766,2.498982226,4.156351145,-0.09127244,1.581094936,0.675425278,-2.987011556,-1.045355142,0.019921748,1.586586635,0.86832739,0.794742597,-3.528314128,2.72218449,4.698327784,6.524155216
AD328,-7.830503011,-3.805440217,0.907742585,5.076682478,8.045745053,4.027170419,-8.109706307,1.462051852,2.398538639,-2.194215438,0.32067809,-7.487898031,0.20187035,1.154124171,2.39152506,-4.829300082,1.100060015,2.484271093,4.743074479,-0.647294701,-4.862060047,9.002592113,0.439190295,-0.681111289,2.226955815,0.213776547,2.350761033,0.434803462,1.61485974,3.22782467,1.436442561,5.436637212,0.777752266,1.527010288,3.044731981,0.554959423,3.254269442,3.401169876,2.856885289,0.743936726,-3.127942889,2.110458995,2.105280276,2.178974059,-3.255827589,3.491626767,-5.045728928,2.786168389,1.717880026,3.628413438,1.35031894,-0.230162983,-1.792450902,1.647577951,-1.717390285,-4.339560746,3.093184549,1.866418702,2.662906409,1.274341023,1.459789276,-1.536117909,1.703079352,-1.296720131,1.047354952,1.654759015,0.250349827,-0.069617563,-2.212247049,-3.256502305,3.127481776,1.056002813,-3.888308905,4.50774168,4.144692232,2.700286375,1.928022032,-2.986173939,-0.932940283,1.489719231,-2.259442836,2.758579442,-2.007860866,-2.455972667,4.162908569,4.297208558,4.276192669,1.375512927,2.041944538,1.340969519,2.781815414,7.107311901,0.989834925,-4.946980157,-1.499492982,-4.399846288,1.290253494,0.902522146,-0.562056184,5.825815536,-0.243942232,1.04052547,-4.834383359,-2.366012207,3.992934784,3.445099788,0.548303882,4.404185126,-0.263832813,7.311966052,1.647532506,1.785938224,0.785738413,0.250036251,0.469908595,0.415379094,2.968067595,-3.973090176,1.26173254,2.780525912,1.39048217,-10.5415187,9.957401144,3.609949927,-3.053422606,6.560773145,3.530386858,2.750038614,2.812683798,3.260801918,2.446974359,1.922703261,-4.289541956,5.234218319,0.524594342,-0.352780583,-2.857015512,2.091567122,1.932939756,0.702145346,-5.495296637,-10.92782328,-4.300894192,1.740477448,-0.157045136,1.113607419,0.564608511,-0.385734233,3.35411798,1.366344531,0.029594506,2.157964515,3.773330298,0.323600419,2.001305768,-0.842954778,-2.859003807,-1.12649017,-0.287270869,1.281719104,1.356238586,0.825499556,-3.763074042,2.193193915,3.279246231,6.964636546
AD384,-8.593896231,-3.058222251,0.9890068,5.478827449,8.703145594,3.721902688,-7.613762803,1.66862573,2.249619059,-2.226467532,-0.743308737,-7.440372793,-0.119879744,1.468618769,2.478380793,-4.665938041,1.131103146,2.145025446,5.253413318,-0.893911702,-5.408755192,9.036329937,0.231449674,0.556165606,2.325301583,0.541313485,2.322388829,0.247616846,1.776280396,2.810270291,1.216548118,6.026231608,0.918604283,2.343179695,3.175492101,-0.075639904,3.601636029,3.277638836,2.923257347,0.777018221,-3.405270099,2.260348373,2.373742554,1.455496805,-2.943959948,4.035212204,-3.629077838,2.822095825,1.958287318,4.07809769,1.174776167,-0.493521551,-1.353082993,1.574325648,-1.931200063,-4.509268182,2.959912678,2.093067078,2.845136734,1.857798473,2.755922792,-1.141121531,0.974270235,-1.184641857,0.741846138,2.133723202,0.213343611,-0.068230177,-2.276260247,-4.317128274,3.323187825,0.709820587,-4.260737868,4.217432502,4.421661533,2.670264429,1.651277423,-3.177292364,-0.366005292,1.482238729,-2.784748938,3.109708583,-2.462277728,-2.188479567,3.579296922,4.252416689,5.169240675,1.916835968,1.714714785,2.126577346,3.033474554,6.429430066,-0.767666698,-4.317192944,-1.097156436,-4.645500044,1.652500671,0.42524997,0.361838213,6.027425895,0.178279676,0.781728584,-4.765685292,-1.892475222,2.455955294,2.928288056,0.285825387,4.437588553,-0.59064398,7.371221618,1.901905315,1.734528922,0.762013321,0.868499322,0.551237637,0.308194607,3.445154513,-3.85733624,1.445988009,2.875866663,1.281492063,-12.17821838,9.580419273,3.399921126,-3.23858398,6.531753533,3.798390405,2.488913649,2.40226598,3.442306679,2.108359004,1.950162382,-3.628820612,5.760912619,1.155359299,-0.372131278,-3.122103875,2.426272664,2.207604478,0.449210906,-5.773170074,-11.06241886,-5.548004953,2.05228321,0.050821504,1.24799924,1.776823257,-0.264552402,2.978068896,1.431723846,0.290854837,2.342561522,4.504120371,0.287447774,1.016322642,0.527168351,-2.701342934,-1.230319307,-0.020782738,1.110359595,0.583674821,0.616012096,-3.664581714,2.333922523,3.866953763,6.377589489
AD439,-9.142825081,-3.148051458,1.327933254,5.737435429,8.568900311,3.753495955,-7.721133414,2.065352921,2.516479289,-2.312286107,-0.337126947,-6.656587273,0.31748752,1.580999597,2.8048299,-4.806356137,1.627239078,2.417509626,5.48190639,-0.555561626,-5.43848801,9.344887952,0.331129845,-0.180498678,2.144631973,0.378548465,2.292497259,0.407216729,1.41779827,3.258992133,1.363502315,5.736133292,0.705826619,2.302028445,3.201471263,0.786548382,3.741215695,3.33670565,2.840101947,0.539951088,-3.633426398,2.661753851,2.29924261,2.472536229,-3.297812095,3.516050175,-4.233487418,3.158918026,1.966391485,3.303900531,0.821341012,-0.618121452,-1.500960725,1.360953246,-2.40498496,-4.472947918,3.035745393,1.587956518,2.720884329,1.064192227,1.67167317,-1.523818692,1.798756924,-1.407042874,0.772716067,2.010837709,-0.117968937,-0.103560557,-2.431679849,-4.652970085,2.978169774,1.211922002,-3.833359456,4.532421135,4.661761827,2.562079379,1.357970976,-2.918060121,-0.822999616,1.365669393,-2.36018847,3.061823586,-1.930575708,-2.68519573,3.831809846,4.304790195,3.621551417,1.879931209,2.469436054,0.913676941,2.710151141,6.445069563,-0.059245476,-4.728591649,-1.762922346,-4.448471431,1.525585525,0.669198803,0.300113581,5.538906583,-0.255887449,1.037408869,-4.577917674,-2.336057023,2.88620444,3.448574493,0.154496295,4.942879617,-0.212074115,8.050290555,1.726942487,1.695127915,0.834967528,0.359317283,0.81514098,0.35527289,2.882871563,-4.788559386,1.352339418,3.024553514,1.288585003,-12.33143966,9.171357076,3.25645437,-3.349373504,6.426506149,3.857027354,3.067060359,3.103150593,3.06106126,2.703085602,1.920602108,-4.383420236,5.383873587,0.649648116,-0.450775421,-3.046882961,2.782498528,2.218543092,-0.308762637,-5.640015183,-11.19852745,-3.782473945,1.460947571,-0.619779658,1.154740238,1.45285309,-0.124694179,4.064865313,1.631123363,0.112662794,2.840954881,3.827437457,0.401065385,1.00781287,-1.411032818,-3.306963626,-1.329347848,0.197539708,1.628146751,0.870807402,0.386230748,-3.880020632,2.801063461,3.768047528,7.144370532
AD356,-9.090578156,-3.188547653,1.211147571,5.266950139,8.831634164,3.788144423,-8.083330979,1.766870075,1.955586088,-2.14925357,0.21658198,-7.565936994,0.504736244,1.351241916,2.717938005,-4.810566673,1.413154132,2.410678767,4.508310142,-0.717366625,-4.781303477,9.569128924,0.090238779,0.043259287,2.130967187,0.074481143,2.249560495,0.271553551,1.672015137,2.6801021,1.276086957,5.869818846,1.356828232,2.175759257,3.167615614,0.60649267,3.661856777,3.446908443,2.891643552,0.921437011,-3.310743765,2.630822428,1.825217761,2.564612602,-3.252906456,3.909325439,-4.578736003,2.800135752,1.829585874,3.695130452,0.934415895,-0.459775335,-1.529787637,1.523141568,-2.212304303,-4.347433307,2.997034116,1.847713027,2.733656349,1.224230635,1.798345597,-1.282400124,1.605203461,-1.267068368,0.539136117,1.605139642,-0.045276879,-0.113531081,-2.209077433,-3.027481068,3.019210557,1.060146225,-4.190147039,4.294028189,4.829284897,2.634383655,1.7907486,-2.965433842,-1.019030446,1.659148684,-2.427343914,3.199921908,-1.928704209,-2.47084704,4.457098138,4.308632669,4.679792305,1.816519029,2.352873764,1.157203795,2.926674184,6.44052511,0.683044088,-4.604703372,-1.474496173,-4.460669343,1.562974383,0.589742612,-0.103039061,5.73427326,-0.288883198,1.053501046,-5.037256817,-2.019980032,2.808440556,3.586925911,0.540897868,5.519624363,-0.352978926,7.346869147,1.575976727,1.900920091,0.981399326,0.521173336,0.430877437,0.50187351,3.475420616,-5.30853275,1.342365208,2.919995519,1.423370354,-11.60607756,9.187847889,3.971127291,-3.353083166,6.582406044,3.902404566,3.00755745,2.868656267,3.475764421,2.270988237,1.917884581,-4.138203955,5.312762831,1.133431277,-0.274338285,-3.232458762,2.092512593,2.420175725,0.051624535,-5.361980519,-11.61622918,-4.445495319,1.671845127,-0.435733863,1.053933613,1.09011944,-0.233559154,3.181691783,1.280138778,0.219482225,3.061549026,3.864637358,0.064526529,1.501506423,0.884079742,-3.113293987,-1.408713783,0.036725951,1.452727936,0.828333319,0.332266318,-3.675295169,2.744453027,3.87145563,6.757279795
AD061,-8.563827449,-3.309672627,1.349080932,5.70854244,7.797824478,3.973767716,-8.620635924,1.776085174,2.332516411,-2.360044353,0.454182872,-7.329395285,0.579299492,1.375402541,2.735300588,-5.20755153,1.750549741,2.122222681,5.102289802,-0.534612802,-5.546684445,8.406546697,0.02213452,2.493525512,3.622612203,0.141468386,2.267354355,0.368218158,1.85576721,3.049798036,0.926020861,6.056031983,1.262137391,2.47609818,3.063312881,0.770526488,3.754331588,3.282099285,2.460821535,1.107022789,-3.567781381,2.496436539,2.208512084,2.82762002,-3.094228434,3.746802688,-4.231453006,3.397958433,2.021110983,3.572158117,1.55033168,-0.594262456,-1.732120229,1.209519956,-2.189158933,-4.460089123,2.942422688,1.705411933,2.885138054,1.000987997,1.982697912,-1.621805425,1.860241047,-1.276162174,0.816178002,2.093627048,-0.255296554,0.389101907,-2.272859769,-2.503364366,3.174490852,1.040866436,-4.285835954,4.512577454,4.491208443,2.468696052,1.625273005,-3.746472548,-0.344746744,1.46956553,-2.463669622,2.949664825,-1.958994159,-2.37854581,3.913718218,4.29232299,4.230748552,1.947787197,2.25054386,1.187405105,3.040017936,7.855009454,-0.849146814,-4.515075766,-1.548046846,-4.960659474,1.55597064,1.232157939,0.279673868,5.818622179,-0.350428915,0.993552477,-5.020713805,-1.946258599,4.102786981,3.481047882,0.307514009,4.451238713,-0.362660927,7.653070885,1.867337574,1.924323824,1.127702863,1.103331952,0.90343547,0.63978091,2.898032028,-3.365500431,1.288301789,2.934239434,0.629817377,-12.15753149,9.480013871,3.41886062,-3.33753577,6.63008856,3.92363173,2.960389655,2.588828247,2.987279179,2.525810861,1.894643972,-4.146172511,6.041800663,1.253073332,-0.509431084,-3.095952961,2.683584013,2.254762934,-0.403190996,-6.070877095,-11.46648712,-4.004676112,1.237421701,-0.025755915,1.416490216,1.666183089,0.037920672,3.936976423,1.962904272,0.036378817,2.994995792,3.951162405,0.320056879,1.400902304,-0.333859523,-3.063484984,-1.142278164,0.523922584,1.436583631,0.582218406,-0.073037753,-3.760866307,2.84247259,2.649481981,7.108173271
AD105,-8.434817782,-3.209551446,1.052561099,5.718421352,8.630353087,3.725853647,-8.319220708,1.737384503,2.443734243,-2.209794852,0.566336867,-7.053989796,0.452303277,1.457710399,2.415470084,-4.859270736,1.915606451,2.419991531,4.770573687,-0.547972842,-5.448317843,8.432455723,0.217645716,-0.97124926,2.497419404,0.452925744,2.226336048,0.333391775,1.959623576,2.805065583,1.18979685,6.245302259,1.144122379,2.298481961,3.192023494,0.274307593,3.623385128,3.537011725,3.096814925,0.9479984,-3.002003834,2.643398124,2.335627192,2.535021071,-3.202218303,3.992499198,-4.677140724,2.786722103,2.054039975,4.169946143,0.879341554,-0.403133767,-1.831011878,1.509714953,-2.18693401,-4.622771289,3.149634748,1.91108295,2.736629783,1.521213404,1.775699033,-1.456130645,1.760397307,-1.737270395,0.632732033,1.824378261,-0.071616825,0.014749246,-2.03439289,-3.982022848,3.331432581,0.952997817,-4.042878951,4.510695911,5.106403594,2.650013132,1.721788598,-3.103118221,-0.434070888,1.615822133,-2.404915289,2.963237961,-1.906582686,-2.382425618,3.700090804,4.321912824,3.65605165,1.922864473,2.298291465,1.618742487,3.166257165,6.562033514,0.783670524,-4.720793609,-1.485322581,-4.821523654,1.586140101,0.693446295,0.190578602,5.862280847,0.655153828,1.00007189,-5.996323844,-1.804149311,3.505544821,3.475947598,0.870501817,5.136168989,-0.267383563,7.271477868,1.653987296,1.916623312,0.932304019,0.807378114,0.851882182,0.481751278,2.952087431,-5.004931524,1.161974722,3.043931709,1.056869522,-12.04193708,10.10533622,3.047337673,-3.349151253,6.576069671,3.800338579,2.905715516,3.159700156,3.007073422,2.524834291,1.819855423,-4.490246509,5.356788121,0.920685953,-0.416120059,-3.107375403,3.031635245,2.435614857,-0.087254666,-5.992054043,-12.38746524,-4.709156718,1.927857972,-0.441340999,1.206566704,1.926908283,0.164827215,3.510526063,1.852856454,-0.116595937,3.337898787,4.28701007,0.41678516,1.636253828,-0.43218294,-3.21804685,-1.122689206,0.117598799,1.970350888,0.843396578,0.285856469,-3.901075808,2.885410265,4.02827417,7.005621179
AD180,-9.100251505,-3.568018751,1.566998816,5.548854709,8.962335939,3.500330681,-8.204386392,2.380689533,1.764365127,-2.223808285,-0.440005559,-7.362484871,1.029630985,1.224553601,2.494121369,-4.868570015,1.848623099,2.388156318,5.37727479,-0.692184103,-5.385542457,8.749419758,-0.435562786,1.360465382,2.45432884,0.125723419,2.255675929,0.137917942,1.779079104,2.819574311,1.319381835,6.197936597,1.195487651,2.448982298,3.139858561,0.347687963,4.060007407,3.498128342,2.804296504,0.65549297,-3.291515232,2.890725681,2.241810599,2.629054413,-3.06604678,3.484102268,-5.082542251,3.163116786,2.031564623,3.686027116,1.070903417,-0.515804875,-1.651036835,1.605625615,-2.360311745,-4.390020276,2.853461674,1.651034359,2.766915251,1.227245009,2.564389214,-1.357457223,2.099928125,-1.565130181,0.583816401,1.695576361,0.096636597,0.030598294,-2.465024292,-3.140041773,3.192418969,1.160527377,-4.643247975,5.054420748,4.971041122,2.521787006,1.449084647,-3.256432098,-0.341370112,1.543256882,-2.628664244,2.93273884,-1.295272884,-2.420095349,3.908483004,3.831832704,5.16762294,2.483286712,2.705754757,1.603117147,3.010007653,6.954165201,-0.196381776,-4.893508301,-1.590485453,-4.648284794,1.643295833,1.180823905,0.737763204,5.644470623,0.2073972,0.752431945,-5.62568734,-2.185184344,3.338781488,3.553016239,0.212033168,4.403975963,-0.510515421,8.03200807,1.241451705,2.396772042,1.376480829,0.844863001,0.820491575,0.602558362,2.999613095,-3.68709019,1.314009583,3.20492416,1.224444316,-11.04792312,9.177443075,3.174167621,-3.775701696,7.226978698,4.383745925,3.151517468,3.081121697,3.261780939,2.394786867,1.896909083,-3.790995091,5.825457299,0.856249406,-0.438101925,-3.093457182,2.869593723,2.78920794,-0.011246781,-5.593954608,-11.39947643,-4.61815203,1.855613533,0.216965555,1.242199155,2.296497262,0.484583295,3.925891366,2.081655432,-0.160513678,3.10723859,4.093461582,0.294099962,1.710798629,0.641601581,-3.113878421,-0.672591751,0.338338712,1.839022434,1.016272138,0.5656668,-3.683800828,2.720954826,2.736005009,7.24238693
AD132,-8.882378839,-2.968288195,0.921896399,5.079102898,8.003116032,3.512278935,-7.762496026,1.520976585,2.442152495,-2.310801509,-0.519975885,-7.38315167,0.196530134,1.452411823,2.214223126,-4.837698764,1.298402151,2.095597774,4.491174689,-0.565416114,-5.637252438,8.430498662,0.081798083,0.743365762,2.286336589,0.502943717,2.390465171,0.266074419,1.632731264,2.881598567,1.37909557,5.819895319,1.501906922,2.152211719,3.354635314,0.698988134,3.876643792,3.550993731,2.783240012,0.910880395,-2.988342161,2.248069865,2.22253492,2.059649445,-3.177135402,3.838368998,-4.123554995,2.517412906,1.773939452,3.653843478,0.756207052,-0.609308374,-1.741712312,1.463410106,-2.375822132,-4.470214661,3.060963514,1.684944024,2.793047453,1.903947247,1.919152136,-1.356641489,1.361848627,-1.424388098,0.868965849,1.181155391,0.268031269,-0.076573738,-2.449979594,-3.30756617,3.288841717,0.948391252,-4.262533555,4.222373537,4.267879145,2.553473306,1.631185815,-3.454405191,-0.815306929,1.749697007,-2.575814344,2.930866512,-1.942855041,-2.224177633,3.781983719,4.440589382,3.65361068,1.994228865,2.371570733,0.906501392,2.797473367,6.205047778,1.168695449,-4.656817035,-1.276417925,-4.573195379,1.425553948,0.676347782,-0.036994922,6.132915642,0.01121912,1.290075465,-4.882160757,-2.348589448,2.61759232,3.247020704,0.527024512,5.125994073,-0.23691876,7.485607815,1.571459522,1.664088372,0.843297188,0.580739729,0.847187564,0.007994878,3.48722818,-4.300391883,1.306305177,2.905830741,1.309507074,-12.97376935,9.69879116,3.829884227,-3.531146148,6.811008025,3.720545641,2.734520736,2.405380331,2.958744292,2.276693365,2.040063633,-3.915508616,4.943585437,0.876004074,-0.420832847,-2.908302111,2.342419272,2.162497178,0.464694442,-5.943947564,-10.52408076,-3.792675177,1.54228634,-0.676810232,1.192321041,1.152521619,-0.146631359,3.24457073,1.743098212,0.529604187,2.653277126,4.083584385,0.29008519,1.170009988,-0.598087789,-3.432373972,-0.82043018,0.141895599,1.246514283,0.533033606,0.226924882,-3.186503225,2.609886611,3.312180389,7.444129874
AD043,-9.323364511,-3.633808296,0.63262448,5.240591063,9.214451988,3.653173834,-8.032525088,1.384779017,2.01886975,-2.111531881,0.886637705,-7.211569399,0.251618772,1.320764375,2.074293214,-4.623205226,1.394332446,2.644421684,4.623734378,-0.474678259,-5.400411619,10.04797458,-0.151078028,0.948465715,2.386285987,0.291064836,2.240223816,0.472922251,1.305721599,2.867447983,1.074929711,5.797132096,1.247508578,1.957032899,3.006764529,0.632311243,3.175128265,3.373483907,3.123617161,1.416533551,-3.545559668,2.167214043,2.329084952,2.408054131,-3.437301375,4.259690416,-3.985506776,3.557578657,1.782489003,3.885182104,1.442434177,-0.380615282,-1.506456761,1.359020436,-1.966901203,-4.426817555,2.979062213,1.968093765,2.64082242,1.341449587,2.117244596,-1.100912651,1.485023371,-1.612309081,0.990274416,1.699224963,0.261828126,-0.146090434,-2.221665336,-4.963702455,2.779981763,1.01862018,-4.323434798,4.008713544,4.337199049,2.746199446,1.64644796,-3.112645949,-1.205915652,1.678087983,-2.487291285,3.209956518,-2.338478126,-2.409270478,4.123726004,4.348784471,3.886815256,1.524215006,2.482431516,1.191027463,3.133989128,6.895835207,0.200782157,-4.975134702,-1.52815457,-4.686634154,1.356913885,0.394592248,-0.51181704,5.876806904,0.069517605,0.706163159,-5.489464477,-1.904253976,3.216742444,3.297483378,0.001643428,4.683170653,-0.237187895,7.497871946,1.867136764,2.229392299,0.373964868,1.037227409,-0.035753179,0.256624199,3.109065737,-4.01365663,1.339223098,2.727811947,1.613500421,-11.76278259,9.787805035,3.407485142,-3.224806353,5.965267076,4.011315908,2.899596852,2.540395623,3.212212931,2.065728715,1.909741458,-3.703026393,5.146497223,0.445841585,-0.337448952,-2.809658852,2.146679996,2.111875648,-0.037939621,-6.056044154,-12.69661882,-4.621313044,1.859442457,-0.473559468,0.894080012,1.259472702,-0.218268763,3.531268816,1.328334634,-0.113355298,2.317428424,3.835604435,0.063484846,1.151994721,1.085730979,-2.951763428,-1.723327925,0.197390354,1.707438281,0.659492633,0.375947255,-3.664620966,2.386810445,3.152647238,7.007025803
